"week","rank","song","artist"
2019-02-02,69,"No Stylist","French Montana Featuring Drake"
2019-02-02,70,"What Makes You Country","Luke Bryan"
2019-02-02,71,"Mixed Personalities","YNW Melly Featuring Kanye West"
2019-02-02,72,"Consequences","Camila Cabello"
2019-02-02,73,"Millionaire","Chris Stapleton"
2019-02-02,74,"Yosemite","Travis Scott"
2019-02-02,75,"Saturday Nights","Khalid & Kane Brown"
2019-02-02,76,"Temptation","Future"
2019-02-02,77,"Ruin My Life","Zara Larsson"
2019-02-02,78,"Take It From Me","Jordan Davis"
2019-02-02,79,"Rocket Ship","Future"
2019-02-02,80,"Startender","A Boogie Wit da Hoodie Featuring Offset & Tyga"
2019-02-02,81,"Pure Water","Mustard & Migos"
2019-02-02,82,"Lovely","Billie Eilish & Khalid"
2019-02-02,83,"F&N","Future"
2019-02-02,84,"Down To The Honkytonk","Jake Owen"
2019-02-02,85,"Body","Loud Luxury Featuring Brando"
2019-02-02,86,"Love Someone","Lukas Graham"
2019-02-02,87,"When The Party's Over","Billie Eilish"
2019-02-02,88,"Nights Like This","Kehlani Featuring Ty Dolla $ign"
2019-02-02,89,"Pure Cocaine","Lil Baby"
2019-02-02,90,"Electricity","Silk City x Dua Lipa"
2019-02-02,91,"On My Way To You","Cody Johnson"
2019-02-02,92,"Make It Sweet","Old Dominion"
2019-02-02,93,"Love Wins","Carrie Underwood"
2019-02-02,94,"Talk To Me","Tory Lanez & Rich The Kid"
2019-02-02,95,"Murder On My Mind","YNW Melly"
2019-02-02,96,"GIRL","Maren Morris"
2019-02-02,97,"Roses","benny blanco & Juice WRLD Featuring Brendon Urie"
2019-02-02,98,"Face My Fears","Hikaru Utada & Skrillex"
2019-02-02,99,"Imagine","Ariana Grande"
2019-02-02,100,"Call The Coroner","Future"
2019-02-09,1,"7 Rings","Ariana Grande"
2019-02-09,2,"Without Me","Halsey"
2019-02-09,3,"Sunflower (Spider-Man: Into The Spider-Verse)","Post Malone & Swae Lee"
2019-02-09,4,"Middle Child","J. Cole"
2019-02-09,5,"Sicko Mode","Travis Scott"
2019-02-09,6,"Thank U, Next","Ariana Grande"
2019-02-09,7,"High Hopes","Panic! At The Disco"
2019-02-09,8,"Happier","Marshmello & Bastille"
2019-02-09,9,"Wow.","Post Malone"
2019-02-09,10,"Girls Like You","Maroon 5 Featuring Cardi B"
2019-02-09,11,"Eastside","benny blanco, Halsey & Khalid"
2019-02-09,12,"Drip Too Hard","Lil Baby & Gunna"
2019-02-09,13,"Money","Cardi B"
2019-02-09,14,"ZEZE","Kodak Black Featuring Travis Scott & Offset"
2019-02-09,15,"Going Bad","Meek Mill Featuring Drake"
2019-02-09,16,"Shallow","Lady Gaga & Bradley Cooper"
2019-02-09,17,"Wake Up In The Sky","Gucci Mane X Bruno Mars X Kodak Black"
2019-02-09,18,"Mo Bamba","Sheck Wes"
2019-02-09,19,"Better Now","Post Malone"
2019-02-09,20,"Leave Me Alone","Flipp Dinero"
2019-02-09,21,"Youngblood","5 Seconds Of Summer"
2019-02-09,22,"MIA","Bad Bunny Featuring Drake"
2019-02-09,23,"Better","Khalid"
2019-02-09,24,"Taki Taki","DJ Snake Featuring Selena Gomez, Ozuna & Cardi B"
2019-02-09,25,"Breathin","Ariana Grande"
2019-02-09,26,"A Lot","21 Savage"
2019-02-09,27,"Lucid Dreams","Juice WRLD"
2019-02-09,28,"Thotiana","Blueface"
2019-02-09,29,"Tequila","Dan + Shay"
2019-02-09,30,"Close To Me","Ellie Goulding X Diplo Featuring Swae Lee"
2019-02-09,31,"Dancing With A Stranger","Sam Smith & Normani"
2019-02-09,32,"Sweet But Psycho","Ava Max"
2019-02-09,33,"Beautiful","Bazzi Featuring Camila Cabello"
2019-02-09,34,"Speechless","Dan + Shay"
2019-02-09,35,"Trip","Ella Mai"
2019-02-09,36,"Baby Shark","Pinkfong"
2019-02-09,37,"Love Lies","Khalid & Normani"
2019-02-09,38,"Beautiful Crazy","Luke Combs"
2019-02-09,39,"You Say","Lauren Daigle"
2019-02-09,40,"Look Back At It","A Boogie Wit da Hoodie"
2019-02-09,41,"I Like It","Cardi B, Bad Bunny & J Balvin"
2019-02-09,42,"Lost In The Fire","Gesaffelstein & The Weeknd"
2019-02-09,43,"Envy Me","Calboy"
2019-02-09,44,"Be Alright","Dean Lewis"
2019-02-09,45,"Swervin","A Boogie Wit da Hoodie Featuring 6ix9ine"
2019-02-09,46,"Twerk","City Girls Featuring Cardi B"
2019-02-09,47,"Backin' It Up","Pardison Fontaine Featuring Cardi B"
2019-02-09,48,"Girl Like You","Jason Aldean"
2019-02-09,49,"This Is It","Scotty McCreery"
2019-02-09,50,"Sixteen","Thomas Rhett"
2019-02-09,51,"Nothing Breaks Like A Heart","Mark Ronson Featuring Miley Cyrus"
2019-02-09,52,"This Feeling","The Chainsmokers Featuring Kelsea Ballerini"
2019-02-09,53,"Burning Man","Dierks Bentley Featuring Brothers Osborne"
2019-02-09,54,"Undecided","Chris Brown"
2019-02-09,55,"Best Shot","Jimmie Allen"
2019-02-09,56,"Pure Cocaine","Lil Baby"
2019-02-09,57,"First Off","Future Featuring Travis Scott"
2019-02-09,58,"Uproar","Lil Wayne"
2019-02-09,59,"Good Girl","Dustin Lynch"
2019-02-09,60,"Armed And Dangerous","Juice WRLD"
2019-02-09,61,"Saturday Nights","Khalid & Kane Brown"
2019-02-09,62,"Keanu Reeves","Logic"
2019-02-09,63,"You","Jacquees"
2019-02-09,64,"Calling My Spirit","Kodak Black"
2019-02-09,65,"Put A Date On It","Yo Gotti Featuring Lil Baby"
2019-02-09,66,"No Stylist","French Montana Featuring Drake"
2019-02-09,67,"Ella Quiere Beber","Anuel AA & Romeo Santos"
2019-02-09,68,"Take It From Me","Jordan Davis"
2019-02-09,69,"What Makes You Country","Luke Bryan"
2019-02-09,70,"Millionaire","Chris Stapleton"
2019-02-09,71,"Crushed Up","Future"
2019-02-09,72,"Arms Around You","XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee"
2019-02-09,73,"Mixed Personalities","YNW Melly Featuring Kanye West"
2019-02-09,74,"Bury A Friend","Billie Eilish"
2019-02-09,75,"Yosemite","Travis Scott"
2019-02-09,76,"When The Party's Over","Billie Eilish"
2019-02-09,77,"Secreto","Anuel AA & Karol G"
2019-02-09,78,"Murder On My Mind","YNW Melly"
2019-02-09,79,"Ruin My Life","Zara Larsson"
2019-02-09,80,"Love Someone","Lukas Graham"
2019-02-09,81,"Lovely","Billie Eilish & Khalid"
2019-02-09,82,"Down To The Honkytonk","Jake Owen"
2019-02-09,83,"Nights Like This","Kehlani Featuring Ty Dolla $ign"
2019-02-09,84,"Startender","A Boogie Wit da Hoodie Featuring Offset & Tyga"
2019-02-09,85,"Roses","benny blanco & Juice WRLD Featuring Brendon Urie"
2019-02-09,86,"I'm So Tired...","Lauv & Troye Sivan"
2019-02-09,87,"Body","Loud Luxury Featuring Brando"
2019-02-09,88,"Shot Clock","Ella Mai"
2019-02-09,89,"Sauce!","XXXTENTACION"
2019-02-09,90,"Con Calma","Daddy Yankee & Katy Perry Featuring Snow"
2019-02-09,91,"Love Wins","Carrie Underwood"
2019-02-09,92,"Splashin","Rich The Kid"
2019-02-09,93,"Make It Sweet","Old Dominion"
2019-02-09,94,"Talk To Me","Tory Lanez & Rich The Kid"
2019-02-09,95,"Burn Out","Midland"
2019-02-09,96,"Here Tonight","Brett Young"
2019-02-09,97,"BAD!","XXXTENTACION"
2019-02-09,98,"Night Shift","Jon Pardi"
2019-02-09,99,"Blue Tacoma","Russell Dickerson"
2019-02-09,100,"Let Me Down Slowly","Alec Benjamin + Alessia Cara"
2019-02-16,1,"7 Rings","Ariana Grande"
2019-02-16,2,"Happier","Marshmello & Bastille"
2019-02-16,3,"Without Me","Halsey"
2019-02-16,4,"Sunflower (Spider-Man: Into The Spider-Verse)","Post Malone & Swae Lee"
2019-02-16,5,"Sicko Mode","Travis Scott"
2019-02-16,6,"High Hopes","Panic! At The Disco"
2019-02-16,7,"Thank U, Next","Ariana Grande"
2019-02-16,8,"Middle Child","J. Cole"
2019-02-16,9,"Wow.","Post Malone"
2019-02-16,10,"Girls Like You","Maroon 5 Featuring Cardi B"
2019-02-16,11,"Eastside","benny blanco, Halsey & Khalid"
2019-02-16,12,"A Lot","21 Savage"
2019-02-16,13,"Drip Too Hard","Lil Baby & Gunna"
2019-02-16,14,"Bury A Friend","Billie Eilish"
2019-02-16,15,"Going Bad","Meek Mill Featuring Drake"
2019-02-16,16,"Money","Cardi B"
2019-02-16,17,"ZEZE","Kodak Black Featuring Travis Scott & Offset"
2019-02-16,18,"Better","Khalid"
2019-02-16,19,"MIA","Bad Bunny Featuring Drake"
2019-02-16,20,"Thotiana","Blueface"
2019-02-16,21,"Better Now","Post Malone"
2019-02-16,22,"Wake Up In The Sky","Gucci Mane X Bruno Mars X Kodak Black"
2019-02-16,23,"Youngblood","5 Seconds Of Summer"
2019-02-16,24,"Shallow","Lady Gaga & Bradley Cooper"
2019-02-16,25,"Leave Me Alone","Flipp Dinero"
2019-02-16,26,"Dancing With A Stranger","Sam Smith & Normani"
2019-02-16,27,"Mo Bamba","Sheck Wes"
2019-02-16,28,"Alone","Marshmello"
2019-02-16,29,"Taki Taki","DJ Snake Featuring Selena Gomez, Ozuna & Cardi B"
2019-02-16,30,"Sweet But Psycho","Ava Max"
2019-02-16,31,"Tequila","Dan + Shay"
2019-02-16,32,"Look Back At It","A Boogie Wit da Hoodie"
2019-02-16,33,"Close To Me","Ellie Goulding X Diplo Featuring Swae Lee"
2019-02-16,34,"Lucid Dreams","Juice WRLD"
2019-02-16,35,"Breathin","Ariana Grande"
2019-02-16,36,"Beautiful Crazy","Luke Combs"
2019-02-16,37,"You Say","Lauren Daigle"
2019-02-16,38,"Trip","Ella Mai"
2019-02-16,39,"I Like It","Cardi B, Bad Bunny & J Balvin"
2019-02-16,40,"Baby Shark","Pinkfong"
2019-02-16,41,"Love Lies","Khalid & Normani"
2019-02-16,42,"This Is It","Scotty McCreery"
2019-02-16,43,"Be Alright","Dean Lewis"
2019-02-16,44,"Speechless","Dan + Shay"
2019-02-16,45,"Envy Me","Calboy"
2019-02-16,46,"Swervin","A Boogie Wit da Hoodie Featuring 6ix9ine"
2019-02-16,47,"Beautiful","Bazzi Featuring Camila Cabello"
2019-02-16,48,"Backin' It Up","Pardison Fontaine Featuring Cardi B"
2019-02-16,49,"Lost In The Fire","Gesaffelstein & The Weeknd"
2019-02-16,50,"Twerk","City Girls Featuring Cardi B"
2019-02-16,51,"Girl Like You","Jason Aldean"
2019-02-16,52,"This Feeling","The Chainsmokers Featuring Kelsea Ballerini"
2019-02-16,53,"Nothing Breaks Like A Heart","Mark Ronson Featuring Miley Cyrus"
2019-02-16,54,"Undecided","Chris Brown"
2019-02-16,55,"Sixteen","Thomas Rhett"
2019-02-16,56,"One Call","Gunna"
2019-02-16,57,"Pure Cocaine","Lil Baby"
2019-02-16,58,"Take It From Me","Jordan Davis"
2019-02-16,59,"Put A Date On It","Yo Gotti Featuring Lil Baby"
2019-02-16,60,"Burning Man","Dierks Bentley Featuring Brothers Osborne"
2019-02-16,61,"When The Party's Over","Billie Eilish"
2019-02-16,62,"Armed And Dangerous","Juice WRLD"
2019-02-16,63,"What Makes You Country","Luke Bryan"
2019-02-16,64,"Pure Water","Mustard & Migos"
2019-02-16,65,"Uproar","Lil Wayne"
2019-02-16,66,"Lovely","Billie Eilish & Khalid"
2019-02-16,67,"Calling My Spirit","Kodak Black"
2019-02-16,68,"Ella Quiere Beber","Anuel AA & Romeo Santos"
2019-02-16,69,"Millionaire","Chris Stapleton"
2019-02-16,70,"You","Jacquees"
2019-02-16,71,"Good Girl","Dustin Lynch"
2019-02-16,72,"Love Someone","Lukas Graham"
2019-02-16,73,"Murder On My Mind","YNW Melly"
2019-02-16,74,"Down To The Honkytonk","Jake Owen"
2019-02-16,75,"Saturday Nights","Khalid & Kane Brown"
2019-02-16,76,"Nights Like This","Kehlani Featuring Ty Dolla $ign"
2019-02-16,77,"Yosemite","Travis Scott"
2019-02-16,78,"Ruin My Life","Zara Larsson"
2019-02-16,79,"Arms Around You","XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee"
2019-02-16,80,"First Off","Future Featuring Travis Scott"
2019-02-16,81,"Body","Loud Luxury Featuring Brando"
2019-02-16,82,"Shot Clock","Ella Mai"
2019-02-16,83,"Talk To Me","Tory Lanez & Rich The Kid"
2019-02-16,84,"Love Wins","Carrie Underwood"
2019-02-16,85,"Startender","A Boogie Wit da Hoodie Featuring Offset & Tyga"
2019-02-16,86,"Mixed Personalities","YNW Melly Featuring Kanye West"
2019-02-16,87,"Make It Sweet","Old Dominion"
2019-02-16,88,"Roses","benny blanco & Juice WRLD Featuring Brendon Urie"
2019-02-16,89,"Here Tonight","Brett Young"
2019-02-16,90,"Splashin","Rich The Kid"
2019-02-16,91,"Keanu Reeves","Logic"
2019-02-16,92,"No Stylist","French Montana Featuring Drake"
2019-02-16,93,"Burn Out","Midland"
2019-02-16,94,"Let Me Down Slowly","Alec Benjamin + Alessia Cara"
2019-02-16,95,"Miss Me More","Kelsea Ballerini"
2019-02-16,96,"Ocean Eyes","Billie Eilish"
2019-02-16,97,"Crushed Up","Future"
2019-02-16,98,"Night Shift","Jon Pardi"
2019-02-16,99,"Close Friends","Lil Baby"
2019-02-16,100,"On My Way To You","Cody Johnson"
2019-02-23,1,"7 Rings","Ariana Grande"
2019-02-23,2,"Break Up With Your Girlfriend, I'm Bored","Ariana Grande"
2019-02-23,3,"Thank U, Next","Ariana Grande"
2019-02-23,4,"Without Me","Halsey"
2019-02-23,5,"Sunflower (Spider-Man: Into The Spider-Verse)","Post Malone & Swae Lee"
2019-02-23,6,"Happier","Marshmello & Bastille"
2019-02-23,7,"Sicko Mode","Travis Scott"
2019-02-23,8,"High Hopes","Panic! At The Disco"
2019-02-23,9,"Wow.","Post Malone"
2019-02-23,10,"Eastside","benny blanco, Halsey & Khalid"
2019-02-23,11,"Middle Child","J. Cole"
2019-02-23,12,"Girls Like You","Maroon 5 Featuring Cardi B"
2019-02-23,13,"Going Bad","Meek Mill Featuring Drake"
2019-02-23,14,"Needy","Ariana Grande"
2019-02-23,15,"A Lot","21 Savage"
2019-02-23,16,"Drip Too Hard","Lil Baby & Gunna"
2019-02-23,17,"NASA","Ariana Grande"
2019-02-23,18,"Shallow","Lady Gaga & Bradley Cooper"
2019-02-23,19,"Money","Cardi B"
2019-02-23,20,"Thotiana","Blueface"
2019-02-23,21,"Imagine","Ariana Grande"
2019-02-23,22,"Bloodline","Ariana Grande"
2019-02-23,23,"Better","Khalid"
2019-02-23,24,"ZEZE","Kodak Black Featuring Travis Scott & Offset"
2019-02-23,25,"Ghostin","Ariana Grande"
2019-02-23,26,"Fake Smile","Ariana Grande"
2019-02-23,27,"Bad Idea","Ariana Grande"
2019-02-23,28,"MIA","Bad Bunny Featuring Drake"
2019-02-23,29,"Better Now","Post Malone"
2019-02-23,30,"Dancing With A Stranger","Sam Smith & Normani"
2019-02-23,31,"Tequila","Dan + Shay"
2019-02-23,32,"Bury A Friend","Billie Eilish"
2019-02-23,33,"Leave Me Alone","Flipp Dinero"
2019-02-23,34,"Youngblood","5 Seconds Of Summer"
2019-02-23,35,"Wake Up In The Sky","Gucci Mane X Bruno Mars X Kodak Black"
2019-02-23,36,"Beautiful Crazy","Luke Combs"
2019-02-23,37,"Sweet But Psycho","Ava Max"
2019-02-23,38,"In My Head","Ariana Grande"
2019-02-23,39,"Taki Taki","DJ Snake Featuring Selena Gomez, Ozuna & Cardi B"
2019-02-23,40,"You Say","Lauren Daigle"
2019-02-23,41,"Mo Bamba","Sheck Wes"
2019-02-23,42,"Close To Me","Ellie Goulding X Diplo Featuring Swae Lee"
2019-02-23,43,"Lucid Dreams","Juice WRLD"
2019-02-23,44,"Talk","Khalid"
2019-02-23,45,"I Like It","Cardi B, Bad Bunny & J Balvin"
2019-02-23,46,"Be Alright","Dean Lewis"
2019-02-23,47,"Look Back At It","A Boogie Wit da Hoodie"
2019-02-23,48,"Make Up","Ariana Grande"
2019-02-23,49,"Baby Shark","Pinkfong"
2019-02-23,50,"Envy Me","Calboy"
2019-02-23,51,"Swervin","A Boogie Wit da Hoodie Featuring 6ix9ine"
2019-02-23,52,"This Is It","Scotty McCreery"
2019-02-23,53,"Backin' It Up","Pardison Fontaine Featuring Cardi B"
2019-02-23,54,"Twerk","City Girls Featuring Cardi B"
2019-02-23,55,"Girl Like You","Jason Aldean"
2019-02-23,56,"Who Do You Love","The Chainsmokers Featuring 5 Seconds Of Summer"
2019-02-23,57,"This Feeling","The Chainsmokers Featuring Kelsea Ballerini"
2019-02-23,58,"Lost In The Fire","Gesaffelstein & The Weeknd"
2019-02-23,59,"Murder On My Mind","YNW Melly"
2019-02-23,60,"Nothing Breaks Like A Heart","Mark Ronson Featuring Miley Cyrus"
2019-02-23,61,"Pure Water","Mustard & Migos"
2019-02-23,62,"Take It From Me","Jordan Davis"
2019-02-23,63,"Undecided","Chris Brown"
2019-02-23,64,"What Makes You Country","Luke Bryan"
2019-02-23,65,"Armed And Dangerous","Juice WRLD"
2019-02-23,66,"Millionaire","Chris Stapleton"
2019-02-23,67,"Pure Cocaine","Lil Baby"
2019-02-23,68,"Close Friends","Lil Baby"
2019-02-23,69,"Sixteen","Thomas Rhett"
2019-02-23,70,"Love Someone","Lukas Graham"
2019-02-23,71,"Calling My Spirit","Kodak Black"
2019-02-23,72,"Put A Date On It","Yo Gotti Featuring Lil Baby"
2019-02-23,73,"Uproar","Lil Wayne"
2019-02-23,74,"Ella Quiere Beber","Anuel AA & Romeo Santos"
2019-02-23,75,"Lovely","Billie Eilish & Khalid"
2019-02-23,76,"Burning Man","Dierks Bentley Featuring Brothers Osborne"
2019-02-23,77,"You","Jacquees"
2019-02-23,78,"When The Party's Over","Billie Eilish"
2019-02-23,79,"Down To The Honkytonk","Jake Owen"
2019-02-23,80,"Secreto","Anuel AA & Karol G"
2019-02-23,81,"Shot Clock","Ella Mai"
2019-02-23,82,"Body","Loud Luxury Featuring Brando"
2019-02-23,83,"Good Girl","Dustin Lynch"
2019-02-23,84,"Make It Sweet","Old Dominion"
2019-02-23,85,"Burn Out","Midland"
2019-02-23,86,"Ruin My Life","Zara Larsson"
2019-02-23,87,"Love Wins","Carrie Underwood"
2019-02-23,88,"Arms Around You","XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee"
2019-02-23,89,"Nights Like This","Kehlani Featuring Ty Dolla $ign"
2019-02-23,90,"Yosemite","Travis Scott"
2019-02-23,91,"Miss Me More","Kelsea Ballerini"
2019-02-23,92,"Here Tonight","Brett Young"
2019-02-23,93,"Mixed Personalities","YNW Melly Featuring Kanye West"
2019-02-23,94,"Let Me Down Slowly","Alec Benjamin + Alessia Cara"
2019-02-23,95,"Con Calma","Daddy Yankee & Katy Perry Featuring Snow"
2019-02-23,96,"Talk To Me","Tory Lanez & Rich The Kid"
2019-02-23,97,"Splashin","Rich The Kid"
2019-02-23,98,"Rainbow","Kacey Musgraves"
2019-02-23,99,"Startender","A Boogie Wit da Hoodie Featuring Offset & Tyga"
2019-02-23,100,"On My Way To You","Cody Johnson"
2019-03-02,1,"7 Rings","Ariana Grande"
2019-03-02,2,"Without Me","Halsey"
2019-03-02,3,"Sunflower (Spider-Man: Into The Spider-Verse)","Post Malone & Swae Lee"
2019-03-02,4,"Thank U, Next","Ariana Grande"
2019-03-02,5,"Please Me","Cardi B & Bruno Mars"
2019-03-02,6,"Happier","Marshmello & Bastille"
2019-03-02,7,"Sicko Mode","Travis Scott"
2019-03-02,8,"Break Up With Your Girlfriend, I'm Bored","Ariana Grande"
2019-03-02,9,"High Hopes","Panic! At The Disco"
2019-03-02,10,"Wow.","Post Malone"
2019-03-02,11,"Middle Child","J. Cole"
2019-03-02,12,"Eastside","benny blanco, Halsey & Khalid"
2019-03-02,13,"Thotiana","Blueface"
2019-03-02,14,"Murder On My Mind","YNW Melly"
2019-03-02,15,"Going Bad","Meek Mill Featuring Drake"
2019-03-02,16,"Money","Cardi B"
2019-03-02,17,"A Lot","21 Savage"
2019-03-02,18,"Drip Too Hard","Lil Baby & Gunna"
2019-03-02,19,"Girls Like You","Maroon 5 Featuring Cardi B"
2019-03-02,20,"Better","Khalid"
2019-03-02,21,"Shallow","Lady Gaga & Bradley Cooper"
2019-03-02,22,"ZEZE","Kodak Black Featuring Travis Scott & Offset"
2019-03-02,23,"Beautiful Crazy","Luke Combs"
2019-03-02,24,"MIA","Bad Bunny Featuring Drake"
2019-03-02,25,"Dancing With A Stranger","Sam Smith & Normani"
2019-03-02,26,"Youngblood","5 Seconds Of Summer"
2019-03-02,27,"Robbery","Juice WRLD"
2019-03-02,28,"Better Now","Post Malone"
2019-03-02,29,"Sweet But Psycho","Ava Max"
2019-03-02,30,"Be Alright","Dean Lewis"
2019-03-02,31,"Tequila","Dan + Shay"
2019-03-02,32,"Bury A Friend","Billie Eilish"
2019-03-02,33,"I Like It","Cardi B, Bad Bunny & J Balvin"
2019-03-02,34,"You Say","Lauren Daigle"
2019-03-02,35,"Leave Me Alone","Flipp Dinero"
2019-03-02,36,"Wake Up In The Sky","Gucci Mane X Bruno Mars X Kodak Black"
2019-03-02,37,"Close To Me","Ellie Goulding X Diplo Featuring Swae Lee"
2019-03-02,38,"Baby Shark","Pinkfong"
2019-03-02,39,"Look Back At It","A Boogie Wit da Hoodie"
2019-03-02,40,"Mo Bamba","Sheck Wes"
2019-03-02,41,"Lucid Dreams","Juice WRLD"
2019-03-02,42,"Envy Me","Calboy"
2019-03-02,43,"Swervin","A Boogie Wit da Hoodie Featuring 6ix9ine"
2019-03-02,44,"Taki Taki","DJ Snake Featuring Selena Gomez, Ozuna & Cardi B"
2019-03-02,45,"This Is It","Scotty McCreery"
2019-03-02,46,"NASA","Ariana Grande"
2019-03-02,47,"Backin' It Up","Pardison Fontaine Featuring Cardi B"
2019-03-02,48,"Needy","Ariana Grande"
2019-03-02,49,"Red Room","Offset"
2019-03-02,50,"Talk","Khalid"
2019-03-02,51,"Girl Like You","Jason Aldean"
2019-03-02,52,"Twerk","City Girls Featuring Cardi B"
2019-03-02,53,"Bloodline","Ariana Grande"
2019-03-02,54,"What Makes You Country","Luke Bryan"
2019-03-02,55,"Bad Idea","Ariana Grande"
2019-03-02,56,"Pure Water","Mustard & Migos"
2019-03-02,57,"Fake Smile","Ariana Grande"
2019-03-02,58,"Imagine","Ariana Grande"
2019-03-02,59,"Take It From Me","Jordan Davis"
2019-03-02,60,"Mixed Personalities","YNW Melly Featuring Kanye West"
2019-03-02,61,"Lost In The Fire","Gesaffelstein & The Weeknd"
2019-03-02,62,"Ghostin","Ariana Grande"
2019-03-02,63,"Nothing Breaks Like A Heart","Mark Ronson Featuring Miley Cyrus"
2019-03-02,64,"This Feeling","The Chainsmokers Featuring Kelsea Ballerini"
2019-03-02,65,"Undecided","Chris Brown"
2019-03-02,66,"Millionaire","Chris Stapleton"
2019-03-02,67,"Here Tonight","Brett Young"
2019-03-02,68,"Calling My Spirit","Kodak Black"
2019-03-02,69,"Sixteen","Thomas Rhett"
2019-03-02,70,"Love Someone","Lukas Graham"
2019-03-02,71,"Armed And Dangerous","Juice WRLD"
2019-03-02,72,"Nights Like This","Kehlani Featuring Ty Dolla $ign"
2019-03-02,73,"Close Friends","Lil Baby"
2019-03-02,74,"In My Head","Ariana Grande"
2019-03-02,75,"Put A Date On It","Yo Gotti Featuring Lil Baby"
2019-03-02,76,"Pure Cocaine","Lil Baby"
2019-03-02,77,"Down To The Honkytonk","Jake Owen"
2019-03-02,78,"Ella Quiere Beber","Anuel AA & Romeo Santos"
2019-03-02,79,"Lovely","Billie Eilish & Khalid"
2019-03-02,80,"Talk You Out Of It","Florida Georgia Line"
2019-03-02,81,"Miss Me More","Kelsea Ballerini"
2019-03-02,82,"Body","Loud Luxury Featuring Brando"
2019-03-02,83,"Burn Out","Midland"
2019-03-02,84,"Eyes On You","Chase Rice"
2019-03-02,85,"Who Do You Love","The Chainsmokers Featuring 5 Seconds Of Summer"
2019-03-02,86,"365","Zedd & Katy Perry"
2019-03-02,87,"Worth It","YK Osiris"
2019-03-02,88,"When The Party's Over","Billie Eilish"
2019-03-02,89,"Yosemite","Travis Scott"
2019-03-02,90,"Shot Clock","Ella Mai"
2019-03-02,91,"There Was This Girl","Riley Green"
2019-03-02,92,"Con Calma","Daddy Yankee & Katy Perry Featuring Snow"
2019-03-02,93,"On My Way To You","Cody Johnson"
2019-03-02,94,"Let Me Down Slowly","Alec Benjamin + Alessia Cara"
2019-03-02,95,"Make Up","Ariana Grande"
2019-03-02,96,"Make It Sweet","Old Dominion"
2019-03-02,97,"Good Girl","Dustin Lynch"
2019-03-02,98,"Arms Around You","XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee"
